artist_name,track_name
ScHoolboy Q,Tookie Knows II
Chris Brown,Take You Down
Rich Homie Quan,Replay
Steve Aoki,Back 2 U
Victorious Cast,Freak The Freak Out
Blake Shelton,Nobody But Me
The Beatles,I Saw Her Standing There - Remastered 2009
Desiigner,Holy Ghost
The Naked And Famous,Hearts Like Ours
A$AP Ferg,Rubber Band Man
Future,Poppin' Tags
The Avett Brothers,Head Full Of Doubt/Road Full Of Promise
Chris Brown,Poppin' - Main
The Neighbourhood,Cry Baby
Better Than Ezra,Good
Diddy,Finna Get Loose
Logic,I'm Gone
American Authors,Best Day Of My Life - Gazzo Remix
Aerosmith,Love In An Elevator - Single Version
Future,The Percocet & Stripper Joint
Meek Mill,Fuck That Check Up (feat. Lil Uzi Vert)
Dierks Bentley,Lot Of Leavin' Left To Do
Tiffany,I Think We're Alone Now
Fitz and The Tantrums,MoneyGrabber
Meat Loaf,Paradise By the Dashboard Light
Frank Ocean,Solo (Reprise)
Doja Cat,So High
A Flock Of Seagulls,I Ran
Mr. Big,To Be With You - 2010 Remastered Version
Digital Underground,The Humpty Dance
deadmau5,Ghosts 'n' Stuff
Pharrell Williams,Come Get It Bae
Usher,Confessions
Calvin Harris,Under Control
NexXthursday,Sway (feat. Quavo & Lil Yachty)
Keith Sweat,Nobody (feat. Athena Cage) - Featuring Athena Cage LP Version
Relient K,Who I Am Hates Who I've Been
A$AP Ferg,Let It Bang
Maroon 5,Leaving California
Trey Songz,Playboy
Heart,What About Love?
Vice,Obsession (feat. Jon Bellion)
Five Finger Death Punch,Coming Down
Logic,AfricAryaN
Zac Brown Band,Remedy
Belly,Ballerina
Frankie Valli & The Four Seasons,Sherry
Elton John,Saturday Night’s Alright (For Fighting) - Remastered
311,All Mixed Up
Kid Rock,Cowboy - Explicit LP Version
Havana Brown,We Run The Night
Pusha T,Drug Dealers Anonymous
Naughty By Nature,Hip Hop Hooray
Alabama Shakes,Don't Wanna Fight
Major Lazer,Believer
Lil Uzi Vert,Enemies
Kiiara,Whippin (feat. Felix Snow)
Catfish and the Bottlemen,Soundcheck
Disclosure,Omen - Radio Edit
Van Morrison,And It Stoned Me
Jack Ü,Febreze (feat. 2 Chainz)
Hunter Hayes,Young And In Love
Josh Turner,Lay Low
Stone Sour,Through Glass
50 Cent,I Get Money
INXS,Need You Tonight
Staind,Mudshovel - Explicit Album Version
Mike WiLL Made-It,Drinks On Us
Kenny Chesney,Feel Like a Rock Star (Duet with Tim McGraw)
ZAYN,iT's YoU
Easton Corbin,Are You With Me
Twenty One Pilots,Semi-Automatic
Cameo,Word Up
*NSYNC,God Must Have Spent a Little More Time on You - Remix
My Chemical Romance,Cancer
K7,Come Baby Come
Seether,Words As Weapons
Taron Egerton,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack"
Hannah Montana,You'll Always Find Your Way Back Home
Pitbull,Options
Lana Del Rey,Brooklyn Baby
Cold War Kids,All This Could Be Yours
Hannah Montana,Life's What You Make it
Rebelution,Safe And Sound
Mike Posner,Buried In Detroit - Lucas Löwe Remix
Tyler Farr,Hot Mess
Foo Fighters,These Days
Seven Lions,Strangers
XXXTENTACION,Dead Inside (Interlude)
Skrillex,Summit (feat. Ellie Goulding) - feat. Ellie Goulding
Neon Indian,Polish Girl
Kodak Black,Reminiscing (feat. A Boogie Wit Da Hoodie)
Bobby Darin,Beyond The Sea
Royal Blood,Figure It Out
Usher,Good Kisser
K CAMP,Blessing
Kings of Leon,Back Down South
Toni Basil,Mickey
Rihanna,Jump
Five Finger Death Punch,Under and Over It
A$AP Ferg,Murda Something
Kehlani,In My Feelings
Randy Rogers Band,In My Arms Instead
Lana Del Rey,Gods & Monsters
Rihanna,Talk That Talk
Miguel,waves
Joey Bada$$,FOR MY PEOPLE
G-Eazy,Opportunity Cost
T.I.,Big S**t Poppin' (Do It)
Khalid,Angels
Lil Uzi Vert,Safe House
Sublime,"April 29, 1992 (Miami)"
Shakira,Chantaje
Jack Garratt,Surprise Yourself
Rae Sremmurd,Now That I Know
Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix Radio Edit
Kehlani,Jealous (feat. Lexii Alijai)
Bryce Vine,Sour Patch Kids
JAY Z,Made In America
Billy Currington,Drinkin' Town With A Football Problem
Feist,1234
Wale,LoveHate Thing - feat. Sam Dew
The Presidents Of The United States Of America,Peaches
Drew Baldridge,Rebound (feat. Emily Weisband)
Fat Joe,"Lean Back (feat. Lil Jon, Eminem, Mase & Remy Martin) - Remix"
X Ambassadors,Gorgeous
2Pac,Runnin' (Dying To Live)
Future,Lil Haiti Baby
Taylor Swift,The Story Of Us
A R I Z O N A,I Was Wrong - Robin Schulz Remix
Krewella,Live for the Night
Luther Vandross,Never Too Much
Jack's Mannequin,Dark Blue - 2015 Remastered
Big Boi,Kryptonite - feat. Big Boi
Miguel,Quickie
Ben Howard,Promise
Slightly Stoopid,2am
Shinedown,If You Only Knew
Trick Trick,Welcome 2 Detroit
Tinashe,All Hands On Deck REMIX
Randy Travis,Diggin' Up Bones
The Treblemakers,Right Round
Britney Spears,Gimme More
J Balvin,Sigo Extrañándote
Shawn Mendes,Lights On
Mike Stud,Batter Up
The Who,Baba O'Riley - Remix
Kavinsky,Nightcall
Jason Michael Carroll,Where I'm From
Kenny Chesney,Reality
Lil' Kim,Magic Stick
The Kingsmen,Louie Louie
John Mayer,Love on the Weekend
GRiZ,Good Times Roll
Lil Uzi Vert,How To Talk
OMC,How Bizarre
The-Dream,Code Blue
Hozier,To Be Alone
Galantis,Hunter
Beyoncé,Dangerously In Love
Purity Ring,bodyache
David Banner,Get Like Me
Jake Miller,First Flight Home
Joe Budden,Pump It Up
Alanis Morissette,Hand In My Pocket - 2015 Remastered
Daughtry,Home
Nancy Sinatra,These Boots Are Made For Walkin'
Kenny Rogers,Islands In The Stream
Keyshia Cole,Last Night
Muse,Supermassive Black Hole
Avenged Sevenfold,Bat Country
Selena,Dreaming Of You
Marlon Roudette,When The Beat Drops Out
Sia,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
Luke Bryan,Harvest Time
"Tyler, The Creator",Where This Flower Blooms
Cherish,Do It To It - Feat. Sean Paul Of YoungBloodZ
Imagine Dragons,Walking The Wire
Mac Miller,Brand Name
Parmalee,Sunday Morning
Zeds Dead,Collapse
NEEDTOBREATHE,HAPPINESS
KAYTRANADA,GLOWED UP
Post Malone,"Yours Truly, Austin Post"
Travis Scott,Ok Alright
Prince,Let's Go Crazy
NF,Real
Elton John,Levon
Ariana Grande,Touch It
Marvin Gaye,Let's Get It On
Def Leppard,Pour Some Sugar on Me
Duran Duran,Ordinary World
Nathan Goshen,Thinking About It (Let It Go) - KVR Remix
Vanilla Ice,Ice Ice Baby
machineheart,Circles
American Hi-Fi,Flavor Of The Weak
G-Eazy,Everything Will Be OK
blackbear,4u
Justin Bieber,Memphis
blackbear,Slide Thru (feat. Jerry Good)
Half Moon Run,Call Me In The Afternoon
Lorde,Ribs
Collective Soul,December
Travis Scott,guidance
Beyoncé,Sweet Dreams
The Beatles,Ticket To Ride - Remastered
Nappy Roots,Awnaw [All Hooks Up Version]
G-Eazy,Must Be Nice (feat. Johanna Fay)
50 Cent,I'm The Man
WALK THE MOON,Different Colors
ODESZA,It’s Only
KYLE,Remember Me?
Youngr,Out Of My System
Empire Cast,You're So Beautiful (feat. Jussie Smollett and Yazz)
The Cast Of 'Lemonade Mouth',Determinate
G-Eazy,One Of Them
Thomas Rhett,The Day You Stop Lookin' Back
Lady Antebellum,Goodbye Town
Keri Hilson,Turnin Me On - Original Clean
"Ray Parker, Jr.",Ghostbusters
Adam Sanders,Thunder
Lou Reed,Walk On the Wild Side
Toby Keith,A Little Less Talk And A Lot More Action
Kenny Chesney,Big Star
Brooks Jefferson,The Thunder Rolls
Citizen Cope,Sideways
Halsey,Strange Love
Quinn XCII,Native Tongue
Kevin Gates,Stop Lyin'
Alan Walker,Alone
The Shins,Australia
Big Boi,Kill Jill
Tesla,Love Song
La La Land Cast,"Another Day Of Sun - From ""La La Land"" Soundtrack"
Hozier,Angel Of Small Death & The Codeine Scene
Archie Eversole,We Ready
Audioslave,Show Me How to Live
The Game,Martians Vs Goblins
Meek Mill,Glow Up
Domo Genesis,Dapper
Future,Seven Rings
Travis Scott,way back
Frank Ocean,Pilot Jones
Mariahlynn,Once Upon a Time
Madden,Golden Light (feat. 6AM)
Neal McCoy,Wink
Jimi Hendrix,Castles Made of Sand
The Maine,Into Your Arms
Michael Jackson,They Don't Care About Us
Thomas Rhett,Life Changes
Jake Owen,Sure Feels Right
G-Eazy,Shoot Me Down
American Authors,Luck
DJ Khaled,Don't Quit
Eminem,8 Mile - Soundtrack Version
Miike Snow,Genghis Khan - Louis The Child Remix
Bruno Mars,Finesse
Tim McGraw,Please Remember Me
Live,Lightning Crashes
Kid Cudi,Mojo So Dope
Tee Grizzley,No Effort
Brett Dennen,Aint'no reason
Kelly Clarkson,Catch My Breath
Drake,Look What You've Done
Justin Moore,Hank It
Moguai,Hold On - Radio Edit
Yes,Roundabout - Remastered Version
Flume,On Top
Nelly,My Place - Album Version / Explicit
French Montana,Freaks
A Boogie Wit da Hoodie,Ransom
Mumford & Sons,White Blank Page
The Score,Oh My Love
Rick Ross,Buy Back the Block
Wiz Khalifa,City View (feat. Courtney Noelle)
Louis Armstrong,What A Wonderful World - Single Version
David Bowie,Rebel Rebel - 2016 Remastered Version
Rob $tone,Chill Bill REMIX
Mac Miller,Up All Night
Sweet,Ballroom Blitz
Baby Boy,The Way I Live
The 1975,Heart Out
M83,We Own The Sky
Panic! At The Disco,The Only Difference Between Martyrdom and Suicide is Press Coverage
RAC,We Belong - Odesza Remix
The Beatles,Penny Lane - Stereo Mix 2017
Shoffy,Takes My Body Higher (feat. Lincoln Jesser)
Trey Songz,Can't Help But Wait
Madison Beer,Dead
Zara Larsson,Uncover
Ivan Gough,In My Mind (feat. Georgi Kay) - Axwell Radio Edit
Reel Big Fish,Sell Out
The Chainsmokers,My Type
Rise Against,Re-Education (Through Labor)
Cody Simpson,La Da Dee
Iggy Azalea,Trouble
Eminem,Cold Wind Blows
Led Zeppelin,When The Levee Breaks
Kaskade,Never Sleep Alone (feat. Tess Comrie)
Rascal Flatts,Skin (Sarabeth)
James Arthur,Can I Be Him
Chris de Burgh,The Lady In Red
Five Finger Death Punch,Lift Me Up (feat. Rob Halford of Judas Priest)
The Smiths,"Please, Please, Please Let Me Get What I Want - 2011 Remastered Version"
KC & The Sunshine Band,That's The Way (I Like It) - 2004 Remastered Version
2 Chainz,Trap Check
Skillet,Monster
Regina Spektor,Samson
Zac Brown Band,I’ll Be Your Man (Song For A Daughter)
Dawin,Dessert - Remix
Flume,Take a Chance
Weezer,Back To The Shack
Nickelback,If Everyone Cared
Cashmere Cat,Mirror Maru
Citizen Cope,Let The Drummer Kick
Michael Bublé,Everything
James Otto,Just Got Started Lovin' You
MAGIC!,Red Dress
Katy Perry,Peacock
Russ,Fallin' Too
Brand New,The Quiet Things That No One Ever Knows
Autoerotique,Badman - Torro Torro Remix
Led Zeppelin,D'yer Mak'er
Troye Sivan,THE QUIET
Jon B.,They Don't Know
Labrinth,Beneath Your Beautiful
DragonForce,Through The Fire And Flames
Florida Georgia Line,Wish You Were On It
Mariah Carey,Fantasy
Dirty Heads,Stand Tall
The Cars,You Might Think
Daryl Hall & John Oates,Kiss on My List - Remastered
Skrillex,Kyoto (feat. Sirah) - feat. Sirah
Klingande,Jubel
En Vogue,Don't Let Go (Love)
gnash,"i hate u, i love u (feat. olivia o'brien) - Deepend Remix"
Jacob Sartorius,Sweatshirt
311,Beautiful Disaster
Rihanna,Consideration
Alabama,Dixieland Delight
Trace Adkins,Honky Tonk Badonkadonk
Sam Smith,I've Told You Now
Kesha,Woman
J. Cole,everybody dies
NGHTMRE,GUD VIBRATIONS
Handsome Ghost,Eyes Wide
The Kooks,Bad Habit
Yo Gotti,Errrbody
Ciara,Get Up
Disturbed,Land Of Confusion
Kanye West,Family Business
Jack Johnson,Breakdown
21 Savage,Feel It
Shawn Mendes,This Is What It Takes
Bob Seger,Old Time Rock & Roll
JAY Z,Part II (On The Run)
The Weeknd,As You Are
Kendrick Lamar,good kid
Maren Morris,Drunk Girls Don't Cry
Scotty McCreery,Five More Minutes
Thomas Rhett,Sweetheart
Kehlani,Down For You (feat. BJ The Chicago Kid)
Bastille,Good Grief
Migos,Ounces
Simon & Garfunkel,Bridge Over Troubled Water
Ty Dolla $ign,"Only Right (feat. YG, Joe Moses & TeeCee4800)"
Young Thug,Webbie (feat. Duke)
Willie Nelson,Highwayman
Foo Fighters,Walk
Pat Benatar,Love Is A Battlefield
T.I.,What You Know
George Michael,Father Figure - Remastered
"Earth, Wind & Fire",Shining Star
Korede Bello,Do Like That
Marc E. Bassy,Show Me
Busta Rhymes,Put Your Hands Where My Eyes Could See - Explicit LP Version
Kelsea Ballerini,Legends
Thomas Rhett,All-American Middle Class White Boy
Luke Bryan,Tailgate Blues
Pearl Jam,Better Man - Remastered
blackbear,juicy sweatsuits (feat. Juicy J)
Drake,4422
Cher,Believe
Tim McGraw,If You're Reading This
Mike Perry,Inside the Lines
Zac Brown Band,Family Table
No Doubt,Underneath It All
Foghat,Slow Ride
LMFAO,Champagne Showers
Dan + Shay,Obsessed
Judas Priest,You've Got Another Thing Coming
Major Lazer,Be Together (feat. Wild Belle)
Future,High Demand
Karmin,Brokenhearted
David Archuleta,Crush
Daddy Yankee,Shaky Shaky
Vampire Weekend,Diane Young
DJ Mustard,Down On Me
Eminem,Kill You
Hippie Sabotage,Ridin Solo - Njomza Remix
Yellow Claw,Invitation (feat. Yade Lauren)
3LW,No More (Baby I'ma Do Right)
Mick Jenkins,Jazz
Khalid,Young Dumb & Broke REMIX
J. Cole,Sideline Story
Kid Ink,No Strings
Milky Chance,Down By The River
Childish Gambino,Retro [ROUGH]
Chris Bandi,Man Enough Now
Lloyd,Lay It Down
Selena,Bidi Bidi Bom Bom
Avicii,Levels - Original Version
Sublime,40 Oz. To Freedom
Edward Maya,Stereo Love - Radio Edit
Kings of Leon,Closer
TroyBoi,Afterhours feat. Diplo & Nina Sky
Sheryl Crow,Soak Up The Sun
ScHoolboy Q,Groovy Tony
Kanye West,Lost In The World
Greg Laswell,Comes and Goes (In Waves)
Drake,Lose You
Travis Scott,Oh My Dis Side
Enrique Iglesias,SUBEME LA RADIO REMIX
Lonestar,I'm Already There
The Band,Atlantic City
Miley Cyrus,Girls Just Wanna Have Fun
Frank Ocean,Crack Rock
Diddy,"I Need a Girl Part 2 (feat. Loon, Ginuwine & Mario Winans)"
Avril Lavigne,My Happy Ending
Immortal Technique,Dance With the Devil
Great White,Once Bitten Twice Shy
Rascal Flatts,Prayin' For Daylight
Ellie Goulding,Don't Need Nobody
The Script,Six Degrees of Separation
The Pharcyde,Runnin'
The Smashing Pumpkins,Cherub Rock
Grizzly Bear,Two Weeks
Olivia O'Brien,Complicated
3 Doors Down,Let Me Go
Young the Giant,Silvertongue
Daniel Caesar,We Find Love
Kevin Gates,Thinking With My D**k (feat. Juciy J)
JAY Z,Murder To Excellence
X Ambassadors,Unsteady - Erich Lee Gravity Remix
Dixie Chicks,I Can Love You Better
The Barden Bellas,Riff Off: Mickey/Like A Virgin/Hit Me With Your Best Shot/S&M/Let’s Talk About Sex/I’ll Make Love To You/Feels Like The First Time/No Diggity
Robyn,Call Your Girlfriend
Cream,"Crossroads - Live At Winterland, San Francisco / 1968"
Glass Animals,Pools
Supertramp,Take The Long Way Home - 2010 Remastered
Ten Years After,I'd Love To Change The World
Lil Dicky,Pillow Talking (feat. Brain)
Joe Cocker,With A Little Help From My Friends
George Strait,Troubadour
Monica,Don't Take It Personal (Just One of Dem Days)
Wyclef Jean,Hendrix
Secondhand Serenade,Fall for You (Acoustic)
ILoveMakonnen,Tuesday
Beastie Boys,No Sleep Till Brooklyn
Meek Mill,House Party (feat. Young Chris)
Stone Temple Pilots,Dead & Bloated
Weezer,Undone - The Sweater Song
Dashboard Confessional,Hands Down
Theory of a Deadman,Bitch Came Back
Warrant,Heaven
Sara Bareilles,I Choose You
Donna Summer,"Hot Stuff - 12"" Version"
Natalie Cole,This Will Be (An Everlasting Love)
Bill Withers,Lovely Day
The Barden Bellas,Bellas Finals: Price Tag/Don’t You (Forget About Me)/Give Me Everything/Just The Way You Are/Party In The U.S.A./Turn The Beat Around
Metric,Help I'm Alive
Twerkteam,Twerk It
LMFAO,Yes
MadeinTYO,Kelly Rowland
Bob Dylan,Blowin' In the Wind
Chris Stapleton,More Of You
Heavy D & The Boyz,Now That We Found Love
The Wombats,Greek Tragedy
French Montana,A Lie
Ryan Hurd,Hold You Back
Sam Hunt,Saturday Night - Acoustic Mixtape
Rascal Flatts,Bless The Broken Road
WATCH THE DUCK,Making Luv To The Beat (feat. T.I. & DJ E-Feezy) - MERCE Remix
Jason Aldean,Bad
Rick Ross,Push It
Shwayze & Cisco,Drunk Off Your Love (feat. Sky Blu of LMFAO)
The Beatles,Can't Buy Me Love - Remastered
WillThaRapper,Pull Up Hop Out
Ludacris,Get Back
Future,Last Breath
T.I.,Private Show
Uncle Murda,Right Now
Marian Hill,Got It
Chord Overstreet,Hold On
Martin Solveig,Hello
Tracy Lawrence,Find Out Who Your Friends Are
J Balvin,Ginza
Kim Carnes,Bette Davis Eyes - Rerecorded
E-40,"Function - feat. YG, IAmSu & Problem"
Alice Cooper,School's Out
Juicy J,Payback
A R I Z O N A,Where I Wanna Be
Nick Jonas,Find You
Billie Eilish,Ocean Eyes - Astronomyy Remix
BJ The Chicago Kid,Church
James Bay,If You Ever Wanna Be In Love - Live From Spotify London/2015
Saint Motel,Cold Cold Man
Luke Bryan,Too Damn Young
Journey,Lights
Ty Dolla $ign,Drop That Kitty (feat. Charli XCX and Tinashe)
Yes,Owner Of A Lonely Heart
Monte Booker,Kolors ft. Smino
Thomas Rhett,Grave
Wu-Tang Clan,C.R.E.A.M.
Lil Wayne,Prom Queen
The Notorious B.I.G.,Ten Crack Commandments - 2014 Remastered Version
Morgan Evans,Kiss Somebody
Kelly Clarkson,Piece by Piece - Idol Version
M83,Outro
Kenny Chesney,Back Where I Come From - New Recording with Kenny's Band
Britney Spears,If U Seek Amy
Bea Miller,Force of Nature
Dirty Heads,Burn Slow (feat. Tech N9ne)
Mumford & Sons,Just Smoke
Patti LaBelle,Lady Marmalade
The Weeknd,Twenty Eight
Clean Bandit,Real Love - The Chainsmokers Remix
2 Chainz,Smartphone
Trace Adkins,Jesus and Jones
Backstreet Boys,We've Got It Goin' On - Radio Edit
Charlie Puth,Dangerously
Duran Duran,Girls On Film - 2010 Remastered Version
Bob Dylan,Girl from the North Country
Ed Sheeran,Little Bird - Deluxe Edition
Foo Fighters,My Hero
Mike WiLL Made-It,Come Down (feat. Chief Keef & Rae Sremmurd)
Zara Larsson,So Good
Paula Cole,I Don't Want To Wait
Little Mix,Hair
Galimatias,Drift
The Killers,Runaways
The Chords,Sh-Boom
Skizzy Mars,Recognize (feat. JoJo)
22 Savage,Murder She Wrote
Wang Chung,Everybody Have Fun Tonight
Hardwell,Call Me a Spaceman - Radio Edit
Russ,I Wanna Go Down With You
Kid Cudi,Cudi Zone
Jon Bellion,Run Wild
Plies,Ran Off On Da Plug Twice
Porter Robinson & Madeon,Shelter
Fetty Wap,I Wonder
Craig Campbell,Outta My Head
Ab-Soul,The Law (feat. Mac Miller & Rapsody)
Shawn Mendes,Crazy
Adam Friedman,Lemonade
Kanye West,30 Hours
Kanye West,Hey Mama
Eagles,The Long Run
Starship,Nothing's Gonna Stop Us Now
Cher Lloyd,Sirens
J. Cole,Ville Mentality
Fall Out Boy,The Kids Aren't Alright
Fall Out Boy,Grand Theft Autumn/Where Is Your Boy
KREAM,Taped Up Heart (feat. Clara Mae)
Kat Dahlia,Crazy
Justin Bieber,Been You
Sean Paul,We Be Burnin' (Recognize It)
Sara Bareilles,Gravity
Jason Aldean,Dirt Road Anthem (Remix) [feat. Ludacris]
Camila Cabello,OMG
Oliver Heldens,Gecko (Overdrive) - Radio Edit
The 1975,Settle Down
Neil Young,Heart of Gold
Eagles,The Best Of My Love
Bow Wow,Like You
Ween,Ocean Man
Two Door Cinema Club,I Can Talk
Guns N' Roses,Patience
Vinyl Theatre,Breaking Up My Bones
Easton Corbin,I Can't Love You Back
Frankie Valli & The Four Seasons,Big Girls Don't Cry
Marina and the Diamonds,Primadonna
Jeezy,Go Getta
The Beatles,Helter Skelter - Remastered
Phantogram,Don't Move
MadeinTYO,Time of Her Life
Jeremih,Drank
John Mayer,Moving On and Getting Over
Daryl Hall & John Oates,Sara Smile
Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar)
Glass Animals,Life Itself
Phoenix,If I ever feel better
Pink Floyd,Have a Cigar
Taylor Swift,Back To December
G-Eazy,Sad Boy
Alan Jackson,Summertime Blues
Future,Feed Me Dope
Chris Brown,Wrist
Sharpay Evans,You Are The Music In Me
Driicky Graham,Snap Backs & Tattoos
Vacationer,Good As New
Kendrick Lamar,Now Or Never - Bonus Track
Jessie J,Who You Are - Int'l Version
Macklemore & Ryan Lewis,Ten Thousand Hours
Junior M.A.F.I.A.,Get Money - LP-Explicit Version
Ben Rector,Brand New
Ruth B.,Superficial Love
Big Sean,Paradise
Florida Georgia Line,Headphones
21 Savage,Special
Tyga,Ice Cream Man
Sara Evans,Slow Me Down
Two Door Cinema Club,Changing Of The Seasons
Young Thug,With That (feat. Duke)
Jason Aldean,It Ain't Easy
Meek Mill,Levels
The Runaways,Cherry Bomb
Tyler Farr,Damn Good Friends - Duet with Jason Aldean
The Champs,Tequila
St. Lucia,All Eyes on You
Ed Sheeran,Wake Me Up
Jack Johnson,I Got You
Little Mix,No More Sad Songs
Shy Glizzy,Awwsome
Lenny Kravitz,Fly Away
Pentatonix,Can't Sleep Love
Jennifer Lopez,Ain't It Funny - Murder Remix
The Tokens,The Lion Sleeps Tonight (Wimoweh)
Kevin Gates,Out The Mud
Billy Joel,The River of Dreams
Bridgit Mendler,Somebody
Rick Ross,B.M.F. (Blowin' Money Fast)
Big Sean,No More Interviews
Corbin Bleu,Push It to the Limit
Jennifer Lopez,Waiting for Tonight
Lifehouse,From Where You Are
Mary Lambert,Secrets
Marc Anthony,I Need to Know
Migos,"New Atlanta (feat. Rich Homie Quan, Young Thug, Jermaine Dupri)"
Darude,Sandstorm - Radio Edit
NAV,A$AP Ferg
Led Zeppelin,Rock And Roll
Aminé,REDMERCEDES
Lady Antebellum,Our Kind of Love
MadeinTYO,Gucci Polo
Chris Stapleton,Whiskey And You
Mac Miller,My Favorite Part
Ariana Grande,Baby I
Kevin Gates,No Love
Jon Bellion,Ooh
Kid Cudi,Man On The Moon
Justin Timberlake,TKO - Black Friday Remix
SoMo,Control
Kendrick Lamar,These Walls
Taylor Swift,You're Not Sorry
Justin Moore,If Heaven Wasn't So Far Away
Lindsey Stirling,Crystallize
ODESZA,Memories That You Call
Old Dominion,Wake up Loving You
P.O.D.,Alive - New Album/Chris Lord-Alge Mix Version
Iron & Wine,Flightless Bird/American Mouth
John Mayer,Why Georgia
A Boogie Wit da Hoodie,Fall In Love
Billy Ray Cyrus,Achy Breaky Heart
Kevin Hart,All Day
Brett Young,Mercy
G-Eazy,Guala
Kenny Chesney,Anything But Mine
George Strait,Carried Away
Justin Bieber,All Around The World
System Of A Down,Lonely Day
Charlie Puth,One Call Away (feat. Tyga) - Remix
Leon Bridges,Coming Home
Machine Gun Kelly,Lace Up
Colt Ford,Workin' on
Lil Uzi Vert,Hi Roller
Dylan Schneider,Two Black X's
Kehlani,You Should Be Here
Rihanna,Hard
Foster The People,Best Friend
The Offspring,Why Don't You Get A Job
Bad Suns,We Move Like The Ocean
Fifth Harmony,The Life
Evanescence,Going Under
Andy Grammer,Back Home
Kevin Gates,Excuse Me
Lee Brice,That's When You Know It's Over
Lillias White,I Won't Say (I'm in Love)
Eric Church,Cold One
Rob Thomas,Streetcorner Symphony
Bullet For My Valentine,Your Betrayal
Will Smith,Switch
Matchbox Twenty,If You're Gone
Otis Redding,Try A Little Tenderness
The Chainsmokers,Waterbed
Afroman,Because I Got High
Kevin Gates,What If
Bad Company,Shooting Star - 2015 Remastered Version
Depeche Mode,Personal Jesus
The Rolling Stones,Tumbling Dice
Kodak Black,Off The Land
Ed Sheeran,Gold Rush - Deluxe Edition
Ludacris,The Potion
The Black Eyed Peas,Rock That Body
Sublime,Garden Grove
One Direction,End of the Day
Wiz Khalifa,Taylor Gang - Bonus Track
Hillsong United,Oceans (Where Feet May Fail)
Toby Keith,I Like Girls That Drink Beer
Sugarland,Settlin'
Daniel Skye,All I Want (feat. Cameron Dallas)
Sugar Fix,Sugar How You Get So Fly
Brooks & Dunn,She's Not the Cheatin' Kind
One Direction,Never Enough
Calum Scott,Dancing On My Own - Tiësto Remix
DJ Luke Nasty,OTW (Remix)
Kaiser Chiefs,Ruby
My Chemical Romance,Mama
Pearl Jam,Just Breathe
Michael Bublé,It's A Beautiful Day
Parson James,Stole the Show
The Doors,Riders On The Storm
Panic! At The Disco,Let's Kill Tonight
KYLE,Really? Yeah!
Kendrick Lamar,u
Fall Out Boy,Favorite Record
Chet Faker,No Diggity
Kid Ink,Iz U Down
Billy Ocean,Caribbean Queen (No More Love On the Run)
Justin Bieber,Home To Mama
Diana Ross,Upside Down
Jason Aldean,Sweet Little Somethin'
Eddie Money,Baby Hold On
David Nail,Red Light
The Beatles,A Hard Day's Night - Remastered
TeeFLii,24 Hours
The 1975,Robbers
Bush,The Chemicals Between Us - Remastered
LL Cool J,Around The Way Girl
Jason Derulo,Kama Sutra (feat. Kid Ink)
Rihanna,Same Ol’ Mistakes
Cody Johnson,Ride With Me
Sam Smith,Good Thing
Jimmy Eat World,Hear You Me
Sublime,Date Rape
R.LUM.R,Frustrated
Fetty Wap,D.A.M.
Young Thug,Dream (feat. Yak Gotti)
Drake,305 To My City
Adele,Don't You Remember
Quiet Riot,Metal Health (Bang Your Head)
TWENTY88,On The Way
"Hank Williams, Jr.",If Heaven Ain't A Lot Like Dixie
Halsey,Trouble - Stripped
Eric Carmen,Hungry Eyes
The Human League,Don't You Want Me - 2002 - Remaster
Carrie Underwood,I Told You So
Roy Orbison,"Oh, Pretty Woman"
Logic,Slave II
Imagine Dragons,Monster
Jake Paul,It's Everyday Bro
Martin Garrix,Virus (How About Now)
Russ,Maybe
Otto Knows,Dying for You (feat. Alex Aris)
Kid Cudi,By Design
Melanie Martinez,Milk and Cookies
Drake,Since Way Back
Bright Eyes,First Day Of My Life
Famous Dex,I Get the Drip from My Walk
Diamond Rio,One More Day
Incubus,Wish You Were Here
Led Zeppelin,Fool In The Rain
Waka Flocka Flame,"Karma - feat. YG Hootie, Popa Smurf & Slim Dunkin [Explicit Album Version]"
Boosie Badazz,"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix"
Maluma,Borro Cassette
Luke Bryan,Goodbye Girl
Kanye West,Freestyle 4
Danrell,Hostage
Jamie xx,Loud Places
Sheryl Crow,The First Cut Is The Deepest
The Black Keys,Gotta Get Away
Taylor Swift,Our Song
Atmosphere,The Best Day
Jai Wolf,Indian Summer
Earl Sweatshirt,Wool
Jeremih,I Like
blackbear,Different Hos
The Lumineers,Sleep On The Floor
Pretenders,Brass In Pocket - 2006 Remastered Version
2 Chainz,MFN Right - Remix
Ludacris,Rollout (My Business)
Nirvana,Lake Of Fire
Youngblood Hawke,We Come Running
Josh Turner,Everything Is Fine
Jhene Aiko,While We're Young
JAY Z,Renegade
Future,Program
Flatbush Zombies,Bounce
The Black Keys,Little Black Submarines - radio edit
Twenty One Pilots,Isle Of Flightless Birds
Timeflies,Gravity
Diplo,Boy Oh Boy
Rick Ross,Thug Cry
